booking_id,hotel_id,customer_id,full_name,email,phone_number,booking_date,checkin_date,checkout_date,room_type,room_rate,num_guests,booking_channel,booking_status,payment_status,payment_method,tax_amount,discount_amount,city,state,country
BKG002379,HTL017,CUST50667,KAVYA SHAH,kavya.shah@mail,81476O4385,2024-11-18,2025-05-04,18/05/2025,deluxe ,"""2561""",2,walkin,Confirmed,Paid,wallet,null,211,dElhi,Delhi,India
BKG000978,HTL039,CUST56805,Sneha Agarwal  ,SNEHA.AGARWAL@REDIFFMAIL.COM,+91-74320 99016,11/24/2023,2024-03-21,25-03-2024,STD, 1816 ,2,WebSite,Confirm,Pai d,Net Bankng,326.88,null,Delhi,NCT Delhi,India
BKG007177,HTL038,CUST04817,Ajay Das  ,ajaydas@,INVALID,2025-02-26,19 Mar 2025,28/03/25,dELuxE,2476,1,Walk In,CONFIRMED,PAId,debit card, 445.68 ,220,Dehli,Delhi,India
BKG007178,HTL045,CUST67183,ANIL JOSHI,anil.joshi@mail,+91-74690 01609,"December 11, 2023",03/03/2024,03/04/2024,Standard,1204.00,1,booking.com,Pndng,Pai d,UPI,216.72,97,Hyderabad,telangana,India
BKG007179,HTL041,CUST05312,divya shah,divya.shah@mail,+919677081456,01/29/2025,15-02-2025,02/27/2025,Delux,2683,3,WebSite,pending,Paid,net banking,482.94,262.83,Mumba,Maharastra,India
BKG007180,HTL045,CUST62844,divya mishra,divya.mishra@yahoo,9068354849,10/25/2023,"August 06, 2024",08/17/2024,Standard,"1,778.00",5,WALK IN,cnfrmd,Faled,Netbanking,Rs 320.04,Rs 82.55,Hyd,Telangana,India
BKG007181,HTL003,CUST05431,Naveen Dubey  ,naveen.dubey@yahoo.com,+916070301218,2023-10-18,11/01/24,01/18/2024,executiv,"3,368.00",5,OTA-Booking.com,CONFIRMED,paidd,Netbanking,Rs 606.24,INR655.69,Bangloree,karnataka,India
BKG007182,HTL039,CUST66417,Asha Reddy  ,,+91-96359 09522,27/05/2024,23 Sep 2024,10/02/2024,delux, 2831 ,6,App,cancel,paidd,U P I,"""509.58""",292.85,chenai,TAMIL NADU,India
BKG007183,HTL019,CUST13278,Rajesh Sethi,rajeshsethi@,+916205722617,08/02/2024,07-08-2024,"August 18, 2024",DELUXE, 2371 ,5,WEBSITE,CANCEL,Paid,Debitcard, 426.78 , 171.3 ,New Delhi,Delhi,India
BKG007184,HTL043,CUST04418,  Pooja Chatterjee,NA,7069144934,21/06/24,08/05/2024,11 Aug 2024,Suite,5065.00,5,Walk In,Confirm,PAId,csh,911.70, 969.68 ,Bengluru,Karnataka,India
BKG007185,HTL018,CUST08348,amit singh,AMIT.SINGH@YAHOO.COM,N/A,08/11/2024,24 Mar 2025,2025-03-28,delux,Rs 2842,null,walk-in,Pending,Paid,wallet,INR511.56,INR561.46,MUMBAI,MAHARASHTRA,India
BKG001017,HTL013,CUST68301,nisha patel,nisha.patel@rediffmail.com,7245291761,23 Jul 2024,24-04-2025,05/05/25,suite ,"5,015.00",3,MakeMyTrip,Cncld,PAId,wallet,902.7,Rs 54.03,Mumbay,Maharashtra,India
BKG007187,HTL029,CUST58768,Vikas Roy  ,vikas.roy@outlook.com,,15-11-2023,02/03/24,03/03/2024,Executtive,3542.00,3,WEBSITE,confirmed,Pndng,Cash,637.56,"""600.9""",dElhi,DELHI,India
BKG000834,HTL037,CUST80338,  Vikas Mukherjee,NA,9236618316,25/04/24,09/05/24,19/05/24,Standard ,1584.00,4,makemytrip,Confirm,Pai d,Wallet,285,,Hyd,Telengana,India
BKG007189,HTL041,CUST81497,ravi tiwari,ravi.tiwari@mail,6640-101-495,2024-03-12,20/10/24,29 Oct 2024,suite,5326,5,APP,Confirmed,Pai d,U P I,958,68.53,CHENNAI,TAMIL NADU,India
BKG007190,HTL047,CUST48231,MANOJ SETHI,manoj.sethi@outlook,87960O5269,2024-06-24,14-03-2025,2025-03-15,Standerd,1215.00,N/A,App,cancel,PENDING,WALLET,218.70,112.49,Hyd,Telangana,India
BKG007191,HTL032,CUST08471,rajesh dubey,NA,+91-64671 58911,22/03/24,"September 17, 2024",22/09/2024,Delux,2966,6,booking.com,confirmed,Pai d,DEBIT CARD,533.88,593,Mumba,Maharashtra,India
BKG007192,HTL032,CUST57462,Harish Mishra  ,harishmishra@,INVALID,07/06/24,08/02/2025,2025-02-13,standard,1852,4,MakeMyTrip,Confirm,Pai d,CASH,333.36,209.97,Channai,Tamilnadu,India
BKG007193,HTL041,CUST56808,Neha Bajaj,neha.bajaj@outlook,,26 Oct 2024,"November 06, 2024",20/11/24,Delux,"2,829.00",5,Booking.com,CANCELLED,failedd,debit card,Rs 509.22,N/A,Bangalore,Karnatak,India
BKG001644,HTL016,CUST04740,  Harish Joshi,harish.joshi@mail,6182-460-355,28-12-2023,07-08-2024,14 Aug 2024,dELuxE, 2491 ,1,BOOKING.COM,Confirm,faild,net banking, 448.38 ,51.94,Calcutta,west bengal,India
BKG007195,HTL017,CUST71827,Rajesh Rao,rajesh.rao@mail,,23 Apr 2024,05/23/2024,06/03/2024,Sute,5280,1,Walk-in,confirmed,PAID,Debit Card,950.40,N/A,Hyderabad,TELANGANA,India
BKG007196,HTL046,CUST74233,Harish  Kapoor,NA,8732654496,02 Jan 2025,11 Apr 2025,19-04-2025,Sute,"""4845""",4,App,ns,paidd,U P I,872.1,811.74,Hyderabad,telangana,India
BKG007197,HTL017,CUST20098,Rekha Chatterjee,rekhachatterjee@,9307-784-059,07/04/2024,"June 17, 2024",24-06-2024,Deluxe,2824,1,WebSite,confirmed,Paid,Wallt,508.32,INR382.42,Channai,Tamil Nadu,India
BKG007198,HTL023,CUST49536,Rohit Dubey  ,rohit..dubey@hotmail.com,6563308141,04-02-2024,2024-10-30,08/11/2024,DELUXE,"""2404""",2,Website,confirmed,Pendig,Wallet,432.72,263.34,Dilhi,DELHI,India
BKG007199,HTL032,CUST57654,  Anjali Agarwal,anjali.agarwal@gmail.com,6100-970-066,21-01-2025,24/03/25,"March 27, 2025",Executtive,Rs 3234,5,OTA-Agoda,Confirmed,Pai d,WALLET,INR582.12,640.82,Bengaluru,KARNATAKA,India
BKG007200,HTL001,CUST83258,Naveen  Sharma,naveen.sharma@mail.com,+916752092510,24/04/24,2024-08-19,"August 27, 2024",Delux,N/A,2,app,N/S,paidd,Creditcard,Rs 464.94,INR111.54,Hyderabad,Telangana,India
BKG007201,HTL007,CUST18640,vikas pillai,,+917396003299,2024-06-07,"January 17, 2025",01/21/2025,Standard ,N/A,6,AGODA,Confirmed,paid,upi, 266.94 ,124,Hyderabad,Telengana,India
BKG007202,HTL008,CUST25734,  Vikas Bose,vikas.bose@mail,8253806631,28/09/2024,09 Apr 2025,16/04/2025,deluxe ,"""2994""",6,OTA-MakeMyTrip,no show,Pndng,Creditcard,538.92,INR249.52,Mumbay,Maharashtra,India
BKG007203,HTL046,CUST06290,RAJESH CHOPRA,NA,9782228033,25/03/2024,05/19/2024,01/06/24,Delux,Rs 2993,1,WebSite,cnfrmd,PAId,U P I,538.74,"""238.66""",Chennai,TamilNadu,India
BKG007204,HTL048,CUST28867,  Anjali Sharma,,,2023-12-04,03/25/2024,2024-04-05,dELuxE,2634,4,Booking.com,CONFIRMED,PAId,credit card, 474.12 ,499,Channai,TAMIL NADU,India
BKG007205,HTL046,CUST04963,Lata  Dubey,NA,9450-861-024,09 Aug 2023,"February 23, 2024",2024-02-27,STD,1941,5,makemytrip,confirmed,Pendig,CREDIT CARD,, 226.01 ,MUMBAI,MAHARASHTRA,India
BKG007206,HTL037,CUST02179,Kavya Mehta,kavyamehta@,INVALID,29/07/24,10/01/25,2025-01-23,deluxe ,2646.00,4,Web Site,Confirmed,PAID,Debitcard,476.28,"""153.23""",Kolkata,west bengal,India
BKG007207,HTL018,CUST74619,Arjun Nair  ,arjun.nair@rediffmail,+91-82738 28309,26/05/2024,26/06/2024,28/06/24,  Deluxe,2576,6,Agoda,PENDING,PAID,credit card,463.68,INR15.04,Bangaluru,KARNATAKA,India
BKG007208,HTL024,CUST19877,  Uma Khanna,uma..khanna@rediffmail.com,7142868467,07/07/2023,03/13/2024,2024-03-15,Standerd,"""1361""",4,MMT,Confirm,paid,DEBIT CARD,244.98,230.95,HYDERABAD,telangana,India
BKG007209,HTL003,CUST74474,manoj kapoor,manoj.kapoor@outlook.com,92648O8076,03 Sep 2023,10/06/24,06/18/2024,Delux,2413.00,2,WEBSITE,Cancelled,Pendig,upi,434,383.64,Bangalore,Karnataka,India
BKG007210,HTL027,CUST27606,Asha Patel  ,NA,9199636790,02/02/2024,10/03/24,"March 16, 2024",Exec,"""3257""",1,App,cnfrmd,PAId,DEBIT CARD,N/A,600.44,Mumba,maharashtra,India
BKG007211,HTL038,CUST01086,Anjali Patel,anjali.patel@mail,9546156228,28/06/2024,2024-07-06,19 Jul 2024,  Deluxe, 2601 ,3,Walk In,CONFIRMED,paid,CASH, 468.18 ,"""60.4""",DELHI,delhi,India
BKG007212,HTL050,CUST04911,RAVI BAJAJ,ravi.bajaj@mail,9274777999,15-05-2024,31-01-2025,"February 07, 2025",DELUXE,2669.00,3,Agoda,confirmed,paid,credit card,480.42,335,HYDERABAD,telangana,India
BKG007213,HTL003,CUST63264,Sneha  Kapoor,sneha.kapoor@outlook.com,INVALID,23 Mar 2024,"April 18, 2024",19 Apr 2024,STANDARD,1606,1,Web Site,PENDING,Pndng,CASH,Rs 289.08,154.68,bengaluru,karnataka,India
BKG007214,HTL016,CUST28718,Manoj Dubey  ,NA,N/A,23-10-2024,03-12-2024,"December 17, 2024",DELUXE,INR2981,4,WEBSITE,cancel,failedd,Cash,null,152.18,Calcutta,W Bengal,India
BKG007215,HTL024,CUST21707,Naveen  Dubey,naveen.dubey@rediffmail.com,N/A,16/04/23,"January 05, 2024",17/01/24,Standerd,1971,4,Agoda,CANCEL,Pai d,NET BANKING,INR354.78,"""63.25""",dElhi,Delhi,India
BKG007216,HTL047,CUST64682,Swati Dubey,swati.dubey@mail.com,N/A,12 Apr 2024,"October 27, 2024",28 Oct 2024,EXECUTIVE,INR3611,4,APP,CONFIRMED,PAID,wallet,INR649.98,387.75,Calcutta,WEST BENGAL,India
BKG007217,HTL030,CUST07531,Priya Shah,priyashah@,60622O1735,01/04/2024,14/05/2024,17/05/2024,Standard , 1943 ,2,WEBSITE,CANCELLED,paidd,Wallet,349.74, 179.8 ,mUMBAI,Maharastra,India
BKG007218,HTL036,CUST44924,  Divya Iyer,,N/A,2024-01-07,08/11/2024,17-08-2024,EXECUTIVE,"3,971.00",2,APP,Confirmed,Pendig,UPI,714.78,546.55,Mumbay,maharashtra,India
BKG007219,HTL007,CUST48775,Lata Rao  ,lata.rao@gmail.com,N/A,12 Jul 2024,19/11/2024,02-12-2024,  Deluxe,"2,570.00",5,OTA-MakeMyTrip,confirmed,PAID,UPI, 462.6 , 452.48 ,Mumba,MAHARASHTRA,India
BKG001859,HTL004,CUST33828,Asha  Verma,asha.verma@rediffmail.com,6193879543,29 May 2024,08/07/2024,07/09/2024,SUITE, 5337 ,5,WALK IN,CONFIRMED,P A I D,net banking,960, 848.38 ,Chenai,Tamil Nadu,India
BKG007221,HTL020,CUST71818,Tina Rao,tina.rao@mail.com,,2024-03-17,05/04/2024,18 Apr 2024,suite ,5414.00,4,Mobile App,Confirm,failed,UPI,974.52,INR1076.47,dElhi,NCT Delhi,India
BKG007222,HTL047,CUST43333,Sanjay Pandey,sanjay.pandey@rediffmail,7327314124,14-02-2024,29/09/2024,03-10-2024,Standerd,Rs 1383,2,Agoda,Pending,PENDING,Net Bankng, 248.94 ,Rs 66.96,Dehli,Delhi,India
BKG007223,HTL037,CUST42800,Sanjay Bose  ,sanjay.bose@mail,6560687893,12 Oct 2023,05/07/24,08-07-2024,STANDARD,"1,528.00",2,Walk In,CONFIRMED,paidd,UPI,"""275.04""",201.37,Hydrabad,Telangana,India
BKG007224,HTL034,CUST77304,  Sonia Khanna,NA,74864O2301,13/09/23,2024-04-21,03-05-2024,suite,Rs 4784,6,website,Confirmed,paid,CASH,861,618.45,New Delhi,DELHI,India
BKG007225,HTL043,CUST36565,MANOJ MUKHERJEE,,9820488328,"January 05, 2024",02-08-2024,08/04/2024,STANDARD,1519,5,AGODA,cancel,P A I D,CASH,INR273.42,133,Mumbai,maharashtra,India
BKG000961,HTL007,CUST32152,Kiran  Rao,NA,6365441350,"March 13, 2024","December 01, 2024",11 Dec 2024,dELuxE,"""2642""",2,AGODA,Confirmed,paidd,Cash,475.56,424.45,Hyd,telangana,India
BKG007227,HTL028,CUST02914,Anjali Pillai,anjali..pillai@hotmail.com,INVALID,29/07/24,31 Aug 2024,2024-09-01,standard,INR1299,1,Mobile App,No-show,Paid,Debit Card, 233.82 ,105,Mumba,maharashtra,India
BKG007228,HTL002,CUST35677,  Prakash Sethi,prakash.sethi@yahoo.com,9496930456,"October 03, 2024",2024-12-15,28-12-2024,suite , 5104 ,,website,Confirmed,Pai d,Debit Card,918,463.33,Chennai,Tamilnadu,India
BKG007229,HTL007,CUST66695,Rekha Verma,,7103262719,"June 16, 2024",11/10/2024,17 Nov 2024,SUITE,Rs 5445,5,APP,Confirmed,paid,upi, 980.1 ,543,mUMBAI,Maharashtra,India
BKG007230,HTL003,CUST53047,rahul mukherjee,rahul.mukherjee@hotmail.com,66636O7366,27/01/24,14/02/24,25 Feb 2024,standard,1518,3,app,Confirm,paidd,UPI,"""273.24""",INR112.84,Bangaluru,KARNATAKA,India
BKG007231,HTL029,CUST04921,Priya Sharma  ,priya.sharma@mail.com,6507129979,16/07/2024,25/09/24,08-10-2024,  Deluxe,INR2462,6,app,Pending,paidd,credit card,"""443.16""","""208.78""",Kolkata,WEST BENGAL,India
BKG007232,HTL032,CUST33770,Rajesh Joshi,NA,8355101897,08/08/24,11-08-2024,08/14/2024,STD,1456,2,AGODA,cnfrmd,paid,CREDIT CARD,Rs 262.08,167.77,Hyd,telangana,India
BKG007233,HTL019,CUST02425,anil bajaj,anil.bajaj@hotmail.com,9760397931,05/01/2024,14 Jun 2024,27/06/24,SUITE,5389,5,agoda,CONFIRMED,paidd,cash,970.02,"""754.49""",Hydrabad,Telangana,India
BKG007234,HTL047,CUST28699,sanjay chopra,sanjay..chopra@outlook.com,7193468545,21/10/24,12/17/2024,24 Dec 2024,standard,1431,5,Agoda,CONFIRMED,Pai d,Upi,"""257.58""", 103.54 ,dElhi,NCT Delhi,India
BKG007235,HTL018,CUST32603,ajay gupta,ajay.gupta@hotmail.com,9015872689,"September 07, 2024",29-12-2024,09/01/25,STANDARD,INR1496,3,WebSite,Confirmed,Pndng,UPI,Rs 269.28, 228.64 ,Delhi,DELHI,India
BKG000899,HTL038,CUST20088,Amit Chatterjee  ,amit.chatterjee@mail,9697264248,11 Aug 2023,06/03/24,03/07/2024,STD,1808.00,3,Walk-in,Canceled,paid,DEBIT CARD,325.44,Rs 339.15,kolkatta,W Bengal,India
BKG007237,HTL048,CUST71069,Pooja  Shah,pooja.shah@rediffmail.com,+918312482150,14 Aug 2024,"March 11, 2025",20 Mar 2025,STD,INR1210,4,WEBSITE,Cncld,Pai d,cash,217,Rs 218.65,Bangloree,Karnataka,India
BKG007238,HTL021,CUST54087,Mohan Pillai,,+919683292634,2024-10-12,11/04/25,16/04/2025,delux,"2,888.00",5,BOOKING.COM,Confirmed,FAILED,NET BANKING, 519.84 ,"""501.45""",Mumbay,MAHARASHTRA,India
BKG007239,HTL003,CUST54958,MOHAN MALHOTRA,,7161417323,06/01/25,05 Feb 2025,07-02-2025,dELuxE,2873.00,6,APP,ns,paid,debit card,Rs 517.14,N/A,Bengluru,Karnatak,India
BKG007240,HTL024,CUST39202,Lata Bajaj,lata..bajaj@hotmail.com,6814468629,"December 10, 2023",24-04-2024,27-04-2024,Deluxe,2211,6,MakeMyTrip,cnfrmd,PAID,WALLET,397.98,,Delhi,NCT Delhi,India
BKG007241,HTL013,CUST02662,Divya Khanna,divya.khanna@outlook.com,N/A,27/12/23,30/01/24,"February 13, 2024",Standard,1942.00,5,AGODA,Cancelled,Pai d,CREDIT CARD,349.56,5.12,HYDERABAD,Telengana,India
BKG007242,HTL037,CUST08693,SNEHA VERMA,sneha..verma@gmail.com,,"December 26, 2023",10/18/2024,"October 20, 2024",dELuxE,2565,5,OTA-Agoda,confirmed,pendng,Credit Card,"""461.7""",INR350.0,Delhi,DELHI,India
BKG007243,HTL014,CUST07459,Vikas Pillai  ,vikas.pillai@rediffmail,64670O2044,10/10/24,01/19/2025,01/24/2025,Deluxe,2486,3,website,Confirmed,Pendig,Wallt,447.48,INR366.13,New Delhi,delhi,India
BKG007244,HTL028,CUST56646,Arjun Verma,arjun.verma@rediffmail.com,9422016608,19/04/23,2024-01-23,2024-01-28,executive,"3,238.00",2,OTA-Booking.com,Confirmed,P A I D,Cash,582,,New Delhi,NCT Delhi,India
BKG007245,HTL009,CUST62020,Rajesh  Mukherjee,RAJESH.MUKHERJEE@OUTLOOK.COM,N/A,"December 19, 2023","January 26, 2024",31/01/24,DELUXE, 2735 ,4,WebSite,NoShow,failed,wallet,"""492.3""","""420.09""",HYDERABAD,Telengana,India
BKG007246,HTL001,CUST43750,Ajay Patel,ajay..patel@yahoo.com,6036-820-442,12 Mar 2024,10/18/2024,10/23/2024,suite ,Rs 5076,4,WALK IN,Confirmed,PAID,CASH,913.68,INR1008.32,Channai,TAMIL NADU,India
BKG007247,HTL014,CUST15497,Ravi  Khanna,ravi.khanna@mail.com,7473265982,2024-08-14,11/12/24,17-12-2024,STANDARD, 1516 ,2,walkin,confirmed,paid,Wallt,272,239.73,New Delhi,DELHI,India
BKG000519,HTL010,CUST63770,Kavya Nair,kavya.nair@mail,76704O9832,23-08-2024,22-09-2024,01/10/24,Standard,Rs 1433,5,booking.com,CONFIRMED,Pai d,Net Bankng,INR257.94,220.56,HYDERABAD,TELANGANA,India
BKG007249,HTL023,CUST64470,Priya Mukherjee,priya.mukherjee@gmail.com,,31/08/2024,19 Feb 2025,05/03/25,DELUXE,null,6,APP,cncl,PAId,Upi,429.48,397.84,Kolkota,west bengal,India
BKG007250,HTL011,CUST51950,Prakash  Agarwal,prakash.agarwal@yahoo.com,8260839094,"October 28, 2023",16/08/2024,22/08/24,STD,INR1517,2,makemytrip,Cancelled,P A I D,UPI,INR273.06,139.71,Kolkata,WEST BENGAL,India
BKG007251,HTL035,CUST53126,  Harish Mehta,harish.mehta@mail,INVALID,15 Apr 2024,05-07-2024,2024-07-14,STANDARD,"""1810""",5,App,confirmed,paid,DEBIT CARD,325.8, 43.17 ,Dehli,delhi,India
BKG007252,HTL025,CUST30817,Sonia Tiwari,sonia.tiwari@mail,9254-175-974,"November 01, 2023",2024-03-19,2024-03-21,Deluxe,"2,341.00",2,App,confirmed,PENDING,Upi,421.38,Rs 299.77,Chenai,Tamilnadu,India
BKG007253,HTL017,CUST80029,NISHA DAS,,6313-257-771,30/06/24,03/18/2025,"March 28, 2025",STANDARD,1248,2,WALK IN,NoShow,Pai d,Creditcard,Rs 224.64,Rs 186.16,chenai,TAMIL NADU,India
BKG007254,HTL029,CUST44055,Suresh Verma,sureshverma@,7757846153,"February 02, 2024",24 Sep 2024,27/09/24,STANDARD,1228,4,makemytrip,cnfrmd,Pending,Cash,Rs 221.04, 181.07 ,BENGALURU,KARNATAKA,India
BKG007255,HTL040,CUST42880,  Rekha Joshi,rekha.joshi@yahoo.com,9460951832,28/12/2024,03/02/2025,02/11/2025,STANDARD,1337.00,3,walkin,CANCELLED,Paid,Cash,240.66,"""149.9""",Bengaluru,Karnataka,India
BKG007256,HTL006,CUST10864,Rahul Mehta,,+91-77596 29986,"February 27, 2025","March 22, 2025",28/03/2025,standard,1285,2,booking.com,CONFIRMED,paidd,Wallet,"""231.3""",181,Bengaluru,KARNATAKA,India
BKG007257,HTL013,CUST01349,meera pandey,meera.pandey@mail,9914841306,"March 06, 2024",03-04-2024,"April 13, 2024",  Deluxe,Rs 2810,5,walk-in,confirmed,paid,CREDIT CARD,505.80, 516.11 ,CHENNAI,TamilNadu,India
BKG007258,HTL012,CUST01113,Kavya  Khanna,NA,+91-66500 83119,2024-07-06,10/20/2024,30-10-2024,Sute,5295,,BOOKING.COM,cnfrmd,PAID,credit card,953.10,606,Kolkota,WEST BENGAL,India
BKG007259,HTL025,CUST56170,Mohan  Malhotra,mohanmalhotra@,8357-259-122,"December 03, 2024",17/12/24,21/12/2024,STANDARD, 1212 ,6,website,Confirmed,PAID,Wallet,"""218.16""",0.99,Hyderabad,TELANGANA,India
BKG007260,HTL016,CUST12100,Arjun Khanna,arjun.khanna@mail,,12/13/2024,03-01-2025,05-01-2025,Standard ,Rs 1987,6,MMT,Confirmed,Pai d,WALLET,"""357.66""",Rs 377.77,Kolkota,W Bengal,India
BKG007261,HTL025,CUST84931,AMIT DUBEY,,8538-650-674,02/23/2024,23-05-2024,"June 06, 2024",delux, 2719 ,2,Web Site,confirmed,P A I D,net banking,489.42,"""468.09""",Hyderabad,Telengana,India
BKG007262,HTL017,CUST06732,Tina Chatterjee,tina.chatterjee@mail,8023312574,08/19/2024,15/01/25,17/01/2025,Suite,INR4767,3,OTA-Booking.com,pending,paidd,Credit Card,858,"""483.26""",Dehli,DELHI,India
BKG007263,HTL029,CUST02910,SANJAY MALHOTRA,sanjay.malhotra@hotmail.com,N/A,"April 04, 2024",24 Jul 2024,01/08/24,Standard, 1336 ,4,BOOKING.COM,CONFIRMED,Pai d,credit card,INR240.48,86.72,hyderabad,Telangana,India
BKG002442,HTL027,CUST04775,Kavya Sethi  ,kavya.sethi@gmail,+91-80493 09011,02-07-2024,"January 28, 2025",02/05/2025,Delux, 2482 ,4,OTA-MakeMyTrip,CONFIRMED,Paid,NET BANKING,446, 378.37 ,Madras,Tamilnadu,India
BKG007265,HTL042,CUST48073,Nisha Pandey,NA,7863701534,26/01/24,22/06/2024,2024-06-27,DELUXE,2613,2,OTA-Agoda,NO SHOW,paidd,Cash, 470.34 ,INR16.27,Dehli,NCT Delhi,India
BKG007266,HTL011,CUST46826,maya mukherjee,,76462O4884,24/04/2024,2024-11-27,29/11/2024,DELUXE, 2520 ,null,makemytrip,Cncld,PAId,upi,453.60,"""248.4""",Bengaluru,karnataka,India
BKG001735,HTL035,CUST11472,Sneha Chatterjee,snehachatterjee@,8679-023-044,02-12-2023,"July 16, 2024","July 23, 2024",dELuxE,"2,658.00",6,makemytrip,Confirmed,Pendig,Upi,478,,Mumbay,Maharastra,India
BKG007268,HTL019,CUST05076,Kavya  Rao,,,2024-11-24,"January 13, 2025","January 24, 2025",DELUXE,"""2761""",2,Booking.com,Confirmed,Pai d,Wallt,Rs 496.98,450.75,Mumbai,MAHARASHTRA,India
BKG007269,HTL005,CUST05105,  Nisha Reddy,nisha.reddy@outlook.com,9357584544,"May 18, 2024",25/12/24,2025-01-05,Delux,2439,2,App,Confirmed,paid,net banking,null,379.57,Kolkata,W Bengal,India
BKG007270,HTL016,CUST10794,vikram rao,vikram.rao@hotmail,N/A,04 Jan 2024,25 Oct 2024,31/10/24,Delux,2703,3,OTA-MMT,Confirmed,PAID,CASH, 486.54 ,Rs 402.73,Hyderabad,telangana,India
BKG007271,HTL027,CUST80526,Ravi Mukherjee,ravi.mukherjee@hotmail.com,+91-96447 87502,07/12/23,25/05/24,05/27/2024,Exec,3514,1,AGODA,confirmed,P A I D,wallet,632.52,7,Bengluru,Karnatak,India
BKG007272,HTL014,CUST03150,Prakash Roy,prakashroy@,6483-563-662,"November 23, 2023",01/08/24,14/08/24,Executtive,3856,3,WALK IN,confirmed,Pending,debit card,Rs 694.08,Rs 1.39,Bangaluru,KARNATAKA,India
BKG007273,HTL044,CUST51232,Rahul Rao  ,rahulrao@,N/A,"October 26, 2024",26-02-2025,05-03-2025,Standard ,"""1506""",5,OTA-Agoda,Confirmed,failed,wallet,271.08,INR184.49,New Delhi,NCT Delhi,India
BKG007274,HTL017,CUST64273,Maya Malhotra,,60494O0440,2023-08-01,2024-05-09,05/17/2024,STD,INR1415,2,Walk-in,no show,PENDING,Upi,Rs 254.7,202.89,Dehli,DELHI,India
BKG007275,HTL034,CUST04775,RAVI CHOPRA,ravi.chopra@rediffmail,6597-916-124,2024-06-05,23 Feb 2025,03 Mar 2025,Delux,2238,1,Booking.com,Confirm,P A I D,upi,402.84,Rs 197.9,Channai,Tamilnadu,India
BKG007276,HTL047,CUST68956,REKHA ROY,,,14-11-2024,2024-11-20,2024-11-22,STD,1746,5,agoda,confirmed,PAId,Net Bankng,INR314.28,332,Kolkata,W Bengal,India
BKG001394,HTL044,CUST04661,Ajay Khanna,NA,9394-014-536,29 May 2024,31 Oct 2024,2024-11-02,deluxe , 2861 ,4,Walk-in,Cncld,Pai d,WALLET, 514.98 ,"""381.4""",Bangalore,Karnatak,India
BKG007278,HTL029,CUST07575,pooja patel,pooja.patel@rediffmail,+91-94459 02714,23/04/2024,27 Oct 2024,29/10/24,delux,INR2997,6,Mobile App,Confirm,PENDING,Crdit Card,539.46,126.65,Kolkata,WEST BENGAL,India
BKG001812,HTL045,CUST34077,Nisha Shah,NISHA.SHAH@MAIL.COM,9787029499,02 Jul 2024,10/08/2024,13 Aug 2024,Exec,3971,4,MakeMyTrip,Confirmed,PAID,U P I,714.78,766.46,Bengaluru,KARNATAKA,India
BKG001553,HTL033,CUST67488,Sonia Roy  ,sonia.roy@gmail.com,6470-202-086,28-02-2024,29/03/24,01 Apr 2024,Delux,2610,2,agoda,Canceled,P A I D,Net Banking,469.80,Rs 499.06,Hyderabad,Telangana,India
BKG007281,HTL019,CUST03667,MEERA JOSHI,meera..joshi@gmail.com,7228758846,"October 22, 2024",2025-04-23,06/05/25,dELuxE,2759,4,WEBSITE,cnfrmd,P A I D,Netbanking,INR496.62,105.96,Bangaluru,Karnatak,India
BKG000752,HTL014,CUST04199,  Rohit Bose,rohit.bose@yahoo.com,90790O3103,12/08/2023,2024-07-11,20/07/2024,STANDARD,1800,2,Booking.com,CONFIRMED,paidd,CASH,INR324.0, 315.55 ,Mumbay,maharashtra,India
BKG007283,HTL033,CUST44389,Rohit Nair,ROHIT.NAIR@MAIL.COM,8674153388,"June 14, 2023",01/31/2024,"February 12, 2024",STANDARD,"1,560.00",1,OTA-Booking.com,cncl,PENDING,U P I,280.8,"""290.61""",Bangloree,Karnatak,India
BKG007284,HTL027,CUST61953,Suresh Sethi  ,suresh.sethi@hotmail.com,INVALID,11-04-2024,15 Jun 2024,22/06/24,Delux,2258,3,MMT,no-show,Pai d,Debit Card,406.44,Rs 303.95,bengaluru,Karnatak,India
BKG007285,HTL004,CUST47023,Arjun Joshi,arjun.joshi@mail,98572O2825,12/06/2024,07/29/2024,31/07/24,Standard , 1631 ,4,Booking.com,Confirm,PAId,csh,293.58,Rs 200.08,Chenai,Tamilnadu,India
BKG007286,HTL004,CUST40161,  Rajesh Bose,rajesh.bose@gmail,9510130333,10/06/24,07/11/24,2024-11-19,Deluxe,2554,5,WEBSITE,cnfrmd,paidd,cash,INR459.72,148.15,MUMBAI,maharashtra,India
BKG007287,HTL037,CUST52573,Amit Singh,amit.singh@outlook.com,7218570278,26-11-2023,02/04/2024,"February 06, 2024",Standard,"""1756""",6,AGODA,confirmed,paidd,Net Banking,316.08,36.19,MUMBAI,maharashtra,India
BKG007288,HTL035,CUST30819,LATA SETHI,lata.sethi@gmail,,22/11/2024,22 Feb 2025,"February 28, 2025",STD,1430,6,booking.com,cnfrmd,Paid,Cash,257, 144.23 ,Mumba,maharashtra,India
BKG007289,HTL037,CUST40544,  Rahul Verma,rahul.verma@outlook,6017353448,06/05/2023,01/03/24,04/03/2024,delux,"""2912""",null,BOOKING.COM,Confirm,Paid,WALLET,INR524.16,Rs 567.47,Bengaluru,Karnataka,India
